D,EDD_order,P,SPT_order,d_by_rank,d_multiset,instance_id,n,p_by_rank,tau_den,tau_num
19,"[1,4,2,3]",10,"[1,2,3,4]","[1,6,9,3]","[1,3,6,9]",n4_o033_r0832,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[1,9,3,6]","[1,3,6,9]",n4_o033_r0833,4,"[1,2,3,4]",40,21
19,"[1,4,3,2]",10,"[1,2,3,4]","[1,9,6,3]","[1,3,6,9]",n4_o033_r0834,4,"[1,2,3,4]",40,21
19,"[2,1,3,4]",10,"[1,2,3,4]","[3,1,6,9]","[1,3,6,9]",n4_o033_r0835,4,"[1,2,3,4]",40,21
19,"[2,1,4,3]",10,"[1,2,3,4]","[3,1,9,6]","[1,3,6,9]",n4_o033_r0836,4,"[1,2,3,4]",40,21
19,"[3,1,2,4]",10,"[1,2,3,4]","[3,6,1,9]","[1,3,6,9]",n4_o033_r0837,4,"[1,2,3,4]",40,21
19,"[4,1,2,3]",10,"[1,2,3,4]","[3,6,9,1]","[1,3,6,9]",n4_o033_r0838,4,"[1,2,3,4]",40,21
19,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,1,6]","[1,3,6,9]",n4_o033_r0839,4,"[1,2,3,4]",40,21
19,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,6,1]","[1,3,6,9]",n4_o033_r0840,4,"[1,2,3,4]",40,21
19,"[2,3,1,4]",10,"[1,2,3,4]","[6,1,3,9]","[1,3,6,9]",n4_o033_r0841,4,"[1,2,3,4]",40,21
19,"[2,4,1,3]",10,"[1,2,3,4]","[6,1,9,3]","[1,3,6,9]",n4_o033_r0842,4,"[1,2,3,4]",40,21
19,"[3,2,1,4]",10,"[1,2,3,4]","[6,3,1,9]","[1,3,6,9]",n4_o033_r0843,4,"[1,2,3,4]",40,21
19,"[4,2,1,3]",10,"[1,2,3,4]","[6,3,9,1]","[1,3,6,9]",n4_o033_r0844,4,"[1,2,3,4]",40,21
19,"[3,4,1,2]",10,"[1,2,3,4]","[6,9,1,3]","[1,3,6,9]",n4_o033_r0845,4,"[1,2,3,4]",40,21
19,"[4,3,1,2]",10,"[1,2,3,4]","[6,9,3,1]","[1,3,6,9]",n4_o033_r0846,4,"[1,2,3,4]",40,21
19,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,3,6]","[1,3,6,9]",n4_o033_r0847,4,"[1,2,3,4]",40,21
19,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,6,3]","[1,3,6,9]",n4_o033_r0848,4,"[1,2,3,4]",40,21
19,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,1,6]","[1,3,6,9]",n4_o033_r0849,4,"[1,2,3,4]",40,21
19,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,6,1]","[1,3,6,9]",n4_o033_r0850,4,"[1,2,3,4]",40,21
19,"[3,4,2,1]",10,"[1,2,3,4]","[9,6,1,3]","[1,3,6,9]",n4_o033_r0851,4,"[1,2,3,4]",40,21
19,"[4,3,2,1]",10,"[1,2,3,4]","[9,6,3,1]","[1,3,6,9]",n4_o033_r0852,4,"[1,2,3,4]",40,21
19,"[1,2,3,4]",10,"[1,2,3,4]","[1,3,7,8]","[1,3,7,8]",n4_o034_r0853,4,"[1,2,3,4]",40,21
19,"[1,2,4,3]",10,"[1,2,3,4]","[1,3,8,7]","[1,3,7,8]",n4_o034_r0854,4,"[1,2,3,4]",40,21
19,"[1,3,2,4]",10,"[1,2,3,4]","[1,7,3,8]","[1,3,7,8]",n4_o034_r0855,4,"[1,2,3,4]",40,21
19,"[1,4,2,3]",10,"[1,2,3,4]","[1,7,8,3]","[1,3,7,8]",n4_o034_r0856,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[1,8,3,7]","[1,3,7,8]",n4_o034_r0857,4,"[1,2,3,4]",40,21
19,"[1,4,3,2]",10,"[1,2,3,4]","[1,8,7,3]","[1,3,7,8]",n4_o034_r0858,4,"[1,2,3,4]",40,21
19,"[2,1,3,4]",10,"[1,2,3,4]","[3,1,7,8]","[1,3,7,8]",n4_o034_r0859,4,"[1,2,3,4]",40,21
19,"[2,1,4,3]",10,"[1,2,3,4]","[3,1,8,7]","[1,3,7,8]",n4_o034_r0860,4,"[1,2,3,4]",40,21
19,"[3,1,2,4]",10,"[1,2,3,4]","[3,7,1,8]","[1,3,7,8]",n4_o034_r0861,4,"[1,2,3,4]",40,21
19,"[4,1,2,3]",10,"[1,2,3,4]","[3,7,8,1]","[1,3,7,8]",n4_o034_r0862,4,"[1,2,3,4]",40,21
19,"[3,1,4,2]",10,"[1,2,3,4]","[3,8,1,7]","[1,3,7,8]",n4_o034_r0863,4,"[1,2,3,4]",40,21
19,"[4,1,3,2]",10,"[1,2,3,4]","[3,8,7,1]","[1,3,7,8]",n4_o034_r0864,4,"[1,2,3,4]",40,21
19,"[2,3,1,4]",10,"[1,2,3,4]","[7,1,3,8]","[1,3,7,8]",n4_o034_r0865,4,"[1,2,3,4]",40,21
19,"[2,4,1,3]",10,"[1,2,3,4]","[7,1,8,3]","[1,3,7,8]",n4_o034_r0866,4,"[1,2,3,4]",40,21
19,"[3,2,1,4]",10,"[1,2,3,4]","[7,3,1,8]","[1,3,7,8]",n4_o034_r0867,4,"[1,2,3,4]",40,21
19,"[4,2,1,3]",10,"[1,2,3,4]","[7,3,8,1]","[1,3,7,8]",n4_o034_r0868,4,"[1,2,3,4]",40,21
19,"[3,4,1,2]",10,"[1,2,3,4]","[7,8,1,3]","[1,3,7,8]",n4_o034_r0869,4,"[1,2,3,4]",40,21
19,"[4,3,1,2]",10,"[1,2,3,4]","[7,8,3,1]","[1,3,7,8]",n4_o034_r0870,4,"[1,2,3,4]",40,21
19,"[2,3,4,1]",10,"[1,2,3,4]","[8,1,3,7]","[1,3,7,8]",n4_o034_r0871,4,"[1,2,3,4]",40,21
19,"[2,4,3,1]",10,"[1,2,3,4]","[8,1,7,3]","[1,3,7,8]",n4_o034_r0872,4,"[1,2,3,4]",40,21
19,"[3,2,4,1]",10,"[1,2,3,4]","[8,3,1,7]","[1,3,7,8]",n4_o034_r0873,4,"[1,2,3,4]",40,21
19,"[4,2,3,1]",10,"[1,2,3,4]","[8,3,7,1]","[1,3,7,8]",n4_o034_r0874,4,"[1,2,3,4]",40,21
19,"[3,4,2,1]",10,"[1,2,3,4]","[8,7,1,3]","[1,3,7,8]",n4_o034_r0875,4,"[1,2,3,4]",40,21
19,"[4,3,2,1]",10,"[1,2,3,4]","[8,7,3,1]","[1,3,7,8]",n4_o034_r0876,4,"[1,2,3,4]",40,21
20,"[1,2,3,4]",10,"[1,2,3,4]","[1,3,7,9]","[1,3,7,9]",n4_o035_r0877,4,"[1,2,3,4]",2,1
20,"[1,2,4,3]",10,"[1,2,3,4]","[1,3,9,7]","[1,3,7,9]",n4_o035_r0878,4,"[1,2,3,4]",2,1
20,"[1,3,2,4]",10,"[1,2,3,4]","[1,7,3,9]","[1,3,7,9]",n4_o035_r0879,4,"[1,2,3,4]",2,1
20,"[1,4,2,3]",10,"[1,2,3,4]","[1,7,9,3]","[1,3,7,9]",n4_o035_r0880,4,"[1,2,3,4]",2,1
20,"[1,3,4,2]",10,"[1,2,3,4]","[1,9,3,7]","[1,3,7,9]",n4_o035_r0881,4,"[1,2,3,4]",2,1
20,"[1,4,3,2]",10,"[1,2,3,4]","[1,9,7,3]","[1,3,7,9]",n4_o035_r0882,4,"[1,2,3,4]",2,1
20,"[2,1,3,4]",10,"[1,2,3,4]","[3,1,7,9]","[1,3,7,9]",n4_o035_r0883,4,"[1,2,3,4]",2,1
20,"[2,1,4,3]",10,"[1,2,3,4]","[3,1,9,7]","[1,3,7,9]",n4_o035_r0884,4,"[1,2,3,4]",2,1
20,"[3,1,2,4]",10,"[1,2,3,4]","[3,7,1,9]","[1,3,7,9]",n4_o035_r0885,4,"[1,2,3,4]",2,1
20,"[4,1,2,3]",10,"[1,2,3,4]","[3,7,9,1]","[1,3,7,9]",n4_o035_r0886,4,"[1,2,3,4]",2,1
20,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,1,7]","[1,3,7,9]",n4_o035_r0887,4,"[1,2,3,4]",2,1
20,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,7,1]","[1,3,7,9]",n4_o035_r0888,4,"[1,2,3,4]",2,1
20,"[2,3,1,4]",10,"[1,2,3,4]","[7,1,3,9]","[1,3,7,9]",n4_o035_r0889,4,"[1,2,3,4]",2,1
20,"[2,4,1,3]",10,"[1,2,3,4]","[7,1,9,3]","[1,3,7,9]",n4_o035_r0890,4,"[1,2,3,4]",2,1
20,"[3,2,1,4]",10,"[1,2,3,4]","[7,3,1,9]","[1,3,7,9]",n4_o035_r0891,4,"[1,2,3,4]",2,1
20,"[4,2,1,3]",10,"[1,2,3,4]","[7,3,9,1]","[1,3,7,9]",n4_o035_r0892,4,"[1,2,3,4]",2,1
20,"[3,4,1,2]",10,"[1,2,3,4]","[7,9,1,3]","[1,3,7,9]",n4_o035_r0893,4,"[1,2,3,4]",2,1
20,"[4,3,1,2]",10,"[1,2,3,4]","[7,9,3,1]","[1,3,7,9]",n4_o035_r0894,4,"[1,2,3,4]",2,1
20,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,3,7]","[1,3,7,9]",n4_o035_r0895,4,"[1,2,3,4]",2,1
20,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,7,3]","[1,3,7,9]",n4_o035_r0896,4,"[1,2,3,4]",2,1
20,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,1,7]","[1,3,7,9]",n4_o035_r0897,4,"[1,2,3,4]",2,1
20,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,7,1]","[1,3,7,9]",n4_o035_r0898,4,"[1,2,3,4]",2,1
20,"[3,4,2,1]",10,"[1,2,3,4]","[9,7,1,3]","[1,3,7,9]",n4_o035_r0899,4,"[1,2,3,4]",2,1
20,"[4,3,2,1]",10,"[1,2,3,4]","[9,7,3,1]","[1,3,7,9]",n4_o035_r0900,4,"[1,2,3,4]",2,1
21,"[1,2,3,4]",10,"[1,2,3,4]","[1,3,8,9]","[1,3,8,9]",n4_o036_r0901,4,"[1,2,3,4]",40,19
21,"[1,2,4,3]",10,"[1,2,3,4]","[1,3,9,8]","[1,3,8,9]",n4_o036_r0902,4,"[1,2,3,4]",40,19
21,"[1,3,2,4]",10,"[1,2,3,4]","[1,8,3,9]","[1,3,8,9]",n4_o036_r0903,4,"[1,2,3,4]",40,19
21,"[1,4,2,3]",10,"[1,2,3,4]","[1,8,9,3]","[1,3,8,9]",n4_o036_r0904,4,"[1,2,3,4]",40,19
21,"[1,3,4,2]",10,"[1,2,3,4]","[1,9,3,8]","[1,3,8,9]",n4_o036_r0905,4,"[1,2,3,4]",40,19
21,"[1,4,3,2]",10,"[1,2,3,4]","[1,9,8,3]","[1,3,8,9]",n4_o036_r0906,4,"[1,2,3,4]",40,19
21,"[2,1,3,4]",10,"[1,2,3,4]","[3,1,8,9]","[1,3,8,9]",n4_o036_r0907,4,"[1,2,3,4]",40,19
21,"[2,1,4,3]",10,"[1,2,3,4]","[3,1,9,8]","[1,3,8,9]",n4_o036_r0908,4,"[1,2,3,4]",40,19
21,"[3,1,2,4]",10,"[1,2,3,4]","[3,8,1,9]","[1,3,8,9]",n4_o036_r0909,4,"[1,2,3,4]",40,19
21,"[4,1,2,3]",10,"[1,2,3,4]","[3,8,9,1]","[1,3,8,9]",n4_o036_r0910,4,"[1,2,3,4]",40,19
21,"[3,1,4,2]",10,"[1,2,3,4]","[3,9,1,8]","[1,3,8,9]",n4_o036_r0911,4,"[1,2,3,4]",40,19
21,"[4,1,3,2]",10,"[1,2,3,4]","[3,9,8,1]","[1,3,8,9]",n4_o036_r0912,4,"[1,2,3,4]",40,19
21,"[2,3,1,4]",10,"[1,2,3,4]","[8,1,3,9]","[1,3,8,9]",n4_o036_r0913,4,"[1,2,3,4]",40,19
21,"[2,4,1,3]",10,"[1,2,3,4]","[8,1,9,3]","[1,3,8,9]",n4_o036_r0914,4,"[1,2,3,4]",40,19
21,"[3,2,1,4]",10,"[1,2,3,4]","[8,3,1,9]","[1,3,8,9]",n4_o036_r0915,4,"[1,2,3,4]",40,19
21,"[4,2,1,3]",10,"[1,2,3,4]","[8,3,9,1]","[1,3,8,9]",n4_o036_r0916,4,"[1,2,3,4]",40,19
21,"[3,4,1,2]",10,"[1,2,3,4]","[8,9,1,3]","[1,3,8,9]",n4_o036_r0917,4,"[1,2,3,4]",40,19
21,"[4,3,1,2]",10,"[1,2,3,4]","[8,9,3,1]","[1,3,8,9]",n4_o036_r0918,4,"[1,2,3,4]",40,19
21,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,3,8]","[1,3,8,9]",n4_o036_r0919,4,"[1,2,3,4]",40,19
21,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,8,3]","[1,3,8,9]",n4_o036_r0920,4,"[1,2,3,4]",40,19
21,"[3,2,4,1]",10,"[1,2,3,4]","[9,3,1,8]","[1,3,8,9]",n4_o036_r0921,4,"[1,2,3,4]",40,19
21,"[4,2,3,1]",10,"[1,2,3,4]","[9,3,8,1]","[1,3,8,9]",n4_o036_r0922,4,"[1,2,3,4]",40,19
21,"[3,4,2,1]",10,"[1,2,3,4]","[9,8,1,3]","[1,3,8,9]",n4_o036_r0923,4,"[1,2,3,4]",40,19
21,"[4,3,2,1]",10,"[1,2,3,4]","[9,8,3,1]","[1,3,8,9]",n4_o036_r0924,4,"[1,2,3,4]",40,19
16,"[1,2,3,4]",10,"[1,2,3,4]","[1,4,5,6]","[1,4,5,6]",n4_o037_r0925,4,"[1,2,3,4]",5,3
16,"[1,2,4,3]",10,"[1,2,3,4]","[1,4,6,5]","[1,4,5,6]",n4_o037_r0926,4,"[1,2,3,4]",5,3
16,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,4,6]","[1,4,5,6]",n4_o037_r0927,4,"[1,2,3,4]",5,3
16,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,6,4]","[1,4,5,6]",n4_o037_r0928,4,"[1,2,3,4]",5,3
16,"[1,3,4,2]",10,"[1,2,3,4]","[1,6,4,5]","[1,4,5,6]",n4_o037_r0929,4,"[1,2,3,4]",5,3
16,"[1,4,3,2]",10,"[1,2,3,4]","[1,6,5,4]","[1,4,5,6]",n4_o037_r0930,4,"[1,2,3,4]",5,3
16,"[2,1,3,4]",10,"[1,2,3,4]","[4,1,5,6]","[1,4,5,6]",n4_o037_r0931,4,"[1,2,3,4]",5,3
16,"[2,1,4,3]",10,"[1,2,3,4]","[4,1,6,5]","[1,4,5,6]",n4_o037_r0932,4,"[1,2,3,4]",5,3
16,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,1,6]","[1,4,5,6]",n4_o037_r0933,4,"[1,2,3,4]",5,3
16,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,6,1]","[1,4,5,6]",n4_o037_r0934,4,"[1,2,3,4]",5,3
16,"[3,1,4,2]",10,"[1,2,3,4]","[4,6,1,5]","[1,4,5,6]",n4_o037_r0935,4,"[1,2,3,4]",5,3
16,"[4,1,3,2]",10,"[1,2,3,4]","[4,6,5,1]","[1,4,5,6]",n4_o037_r0936,4,"[1,2,3,4]",5,3
16,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,4,6]","[1,4,5,6]",n4_o037_r0937,4,"[1,2,3,4]",5,3
16,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,6,4]","[1,4,5,6]",n4_o037_r0938,4,"[1,2,3,4]",5,3
16,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,1,6]","[1,4,5,6]",n4_o037_r0939,4,"[1,2,3,4]",5,3
16,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,6,1]","[1,4,5,6]",n4_o037_r0940,4,"[1,2,3,4]",5,3
16,"[3,4,1,2]",10,"[1,2,3,4]","[5,6,1,4]","[1,4,5,6]",n4_o037_r0941,4,"[1,2,3,4]",5,3
16,"[4,3,1,2]",10,"[1,2,3,4]","[5,6,4,1]","[1,4,5,6]",n4_o037_r0942,4,"[1,2,3,4]",5,3
16,"[2,3,4,1]",10,"[1,2,3,4]","[6,1,4,5]","[1,4,5,6]",n4_o037_r0943,4,"[1,2,3,4]",5,3
16,"[2,4,3,1]",10,"[1,2,3,4]","[6,1,5,4]","[1,4,5,6]",n4_o037_r0944,4,"[1,2,3,4]",5,3
16,"[3,2,4,1]",10,"[1,2,3,4]","[6,4,1,5]","[1,4,5,6]",n4_o037_r0945,4,"[1,2,3,4]",5,3
16,"[4,2,3,1]",10,"[1,2,3,4]","[6,4,5,1]","[1,4,5,6]",n4_o037_r0946,4,"[1,2,3,4]",5,3
16,"[3,4,2,1]",10,"[1,2,3,4]","[6,5,1,4]","[1,4,5,6]",n4_o037_r0947,4,"[1,2,3,4]",5,3
16,"[4,3,2,1]",10,"[1,2,3,4]","[6,5,4,1]","[1,4,5,6]",n4_o037_r0948,4,"[1,2,3,4]",5,3
17,"[1,2,3,4]",10,"[1,2,3,4]","[1,4,5,7]","[1,4,5,7]",n4_o038_r0949,4,"[1,2,3,4]",40,23
17,"[1,2,4,3]",10,"[1,2,3,4]","[1,4,7,5]","[1,4,5,7]",n4_o038_r0950,4,"[1,2,3,4]",40,23
17,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,4,7]","[1,4,5,7]",n4_o038_r0951,4,"[1,2,3,4]",40,23
17,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,7,4]","[1,4,5,7]",n4_o038_r0952,4,"[1,2,3,4]",40,23
17,"[1,3,4,2]",10,"[1,2,3,4]","[1,7,4,5]","[1,4,5,7]",n4_o038_r0953,4,"[1,2,3,4]",40,23
17,"[1,4,3,2]",10,"[1,2,3,4]","[1,7,5,4]","[1,4,5,7]",n4_o038_r0954,4,"[1,2,3,4]",40,23
17,"[2,1,3,4]",10,"[1,2,3,4]","[4,1,5,7]","[1,4,5,7]",n4_o038_r0955,4,"[1,2,3,4]",40,23
17,"[2,1,4,3]",10,"[1,2,3,4]","[4,1,7,5]","[1,4,5,7]",n4_o038_r0956,4,"[1,2,3,4]",40,23
17,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,1,7]","[1,4,5,7]",n4_o038_r0957,4,"[1,2,3,4]",40,23
17,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,7,1]","[1,4,5,7]",n4_o038_r0958,4,"[1,2,3,4]",40,23
17,"[3,1,4,2]",10,"[1,2,3,4]","[4,7,1,5]","[1,4,5,7]",n4_o038_r0959,4,"[1,2,3,4]",40,23
17,"[4,1,3,2]",10,"[1,2,3,4]","[4,7,5,1]","[1,4,5,7]",n4_o038_r0960,4,"[1,2,3,4]",40,23
17,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,4,7]","[1,4,5,7]",n4_o038_r0961,4,"[1,2,3,4]",40,23
17,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,7,4]","[1,4,5,7]",n4_o038_r0962,4,"[1,2,3,4]",40,23
17,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,1,7]","[1,4,5,7]",n4_o038_r0963,4,"[1,2,3,4]",40,23
17,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,7,1]","[1,4,5,7]",n4_o038_r0964,4,"[1,2,3,4]",40,23
17,"[3,4,1,2]",10,"[1,2,3,4]","[5,7,1,4]","[1,4,5,7]",n4_o038_r0965,4,"[1,2,3,4]",40,23
17,"[4,3,1,2]",10,"[1,2,3,4]","[5,7,4,1]","[1,4,5,7]",n4_o038_r0966,4,"[1,2,3,4]",40,23
17,"[2,3,4,1]",10,"[1,2,3,4]","[7,1,4,5]","[1,4,5,7]",n4_o038_r0967,4,"[1,2,3,4]",40,23
17,"[2,4,3,1]",10,"[1,2,3,4]","[7,1,5,4]","[1,4,5,7]",n4_o038_r0968,4,"[1,2,3,4]",40,23
17,"[3,2,4,1]",10,"[1,2,3,4]","[7,4,1,5]","[1,4,5,7]",n4_o038_r0969,4,"[1,2,3,4]",40,23
17,"[4,2,3,1]",10,"[1,2,3,4]","[7,4,5,1]","[1,4,5,7]",n4_o038_r0970,4,"[1,2,3,4]",40,23
17,"[3,4,2,1]",10,"[1,2,3,4]","[7,5,1,4]","[1,4,5,7]",n4_o038_r0971,4,"[1,2,3,4]",40,23
17,"[4,3,2,1]",10,"[1,2,3,4]","[7,5,4,1]","[1,4,5,7]",n4_o038_r0972,4,"[1,2,3,4]",40,23
18,"[1,2,3,4]",10,"[1,2,3,4]","[1,4,5,8]","[1,4,5,8]",n4_o039_r0973,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[1,4,8,5]","[1,4,5,8]",n4_o039_r0974,4,"[1,2,3,4]",20,11
18,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,4,8]","[1,4,5,8]",n4_o039_r0975,4,"[1,2,3,4]",20,11
18,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,8,4]","[1,4,5,8]",n4_o039_r0976,4,"[1,2,3,4]",20,11
18,"[1,3,4,2]",10,"[1,2,3,4]","[1,8,4,5]","[1,4,5,8]",n4_o039_r0977,4,"[1,2,3,4]",20,11
18,"[1,4,3,2]",10,"[1,2,3,4]","[1,8,5,4]","[1,4,5,8]",n4_o039_r0978,4,"[1,2,3,4]",20,11
18,"[2,1,3,4]",10,"[1,2,3,4]","[4,1,5,8]","[1,4,5,8]",n4_o039_r0979,4,"[1,2,3,4]",20,11
18,"[2,1,4,3]",10,"[1,2,3,4]","[4,1,8,5]","[1,4,5,8]",n4_o039_r0980,4,"[1,2,3,4]",20,11
18,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,1,8]","[1,4,5,8]",n4_o039_r0981,4,"[1,2,3,4]",20,11
18,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,8,1]","[1,4,5,8]",n4_o039_r0982,4,"[1,2,3,4]",20,11
18,"[3,1,4,2]",10,"[1,2,3,4]","[4,8,1,5]","[1,4,5,8]",n4_o039_r0983,4,"[1,2,3,4]",20,11
18,"[4,1,3,2]",10,"[1,2,3,4]","[4,8,5,1]","[1,4,5,8]",n4_o039_r0984,4,"[1,2,3,4]",20,11
18,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,4,8]","[1,4,5,8]",n4_o039_r0985,4,"[1,2,3,4]",20,11
18,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,8,4]","[1,4,5,8]",n4_o039_r0986,4,"[1,2,3,4]",20,11
18,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,1,8]","[1,4,5,8]",n4_o039_r0987,4,"[1,2,3,4]",20,11
18,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,8,1]","[1,4,5,8]",n4_o039_r0988,4,"[1,2,3,4]",20,11
18,"[3,4,1,2]",10,"[1,2,3,4]","[5,8,1,4]","[1,4,5,8]",n4_o039_r0989,4,"[1,2,3,4]",20,11
18,"[4,3,1,2]",10,"[1,2,3,4]","[5,8,4,1]","[1,4,5,8]",n4_o039_r0990,4,"[1,2,3,4]",20,11
18,"[2,3,4,1]",10,"[1,2,3,4]","[8,1,4,5]","[1,4,5,8]",n4_o039_r0991,4,"[1,2,3,4]",20,11
18,"[2,4,3,1]",10,"[1,2,3,4]","[8,1,5,4]","[1,4,5,8]",n4_o039_r0992,4,"[1,2,3,4]",20,11
18,"[3,2,4,1]",10,"[1,2,3,4]","[8,4,1,5]","[1,4,5,8]",n4_o039_r0993,4,"[1,2,3,4]",20,11
18,"[4,2,3,1]",10,"[1,2,3,4]","[8,4,5,1]","[1,4,5,8]",n4_o039_r0994,4,"[1,2,3,4]",20,11
18,"[3,4,2,1]",10,"[1,2,3,4]","[8,5,1,4]","[1,4,5,8]",n4_o039_r0995,4,"[1,2,3,4]",20,11
18,"[4,3,2,1]",10,"[1,2,3,4]","[8,5,4,1]","[1,4,5,8]",n4_o039_r0996,4,"[1,2,3,4]",20,11
19,"[1,2,3,4]",10,"[1,2,3,4]","[1,4,5,9]","[1,4,5,9]",n4_o040_r0997,4,"[1,2,3,4]",40,21
19,"[1,2,4,3]",10,"[1,2,3,4]","[1,4,9,5]","[1,4,5,9]",n4_o040_r0998,4,"[1,2,3,4]",40,21
19,"[1,3,2,4]",10,"[1,2,3,4]","[1,5,4,9]","[1,4,5,9]",n4_o040_r0999,4,"[1,2,3,4]",40,21
19,"[1,4,2,3]",10,"[1,2,3,4]","[1,5,9,4]","[1,4,5,9]",n4_o040_r1000,4,"[1,2,3,4]",40,21
19,"[1,3,4,2]",10,"[1,2,3,4]","[1,9,4,5]","[1,4,5,9]",n4_o040_r1001,4,"[1,2,3,4]",40,21
19,"[1,4,3,2]",10,"[1,2,3,4]","[1,9,5,4]","[1,4,5,9]",n4_o040_r1002,4,"[1,2,3,4]",40,21
19,"[2,1,3,4]",10,"[1,2,3,4]","[4,1,5,9]","[1,4,5,9]",n4_o040_r1003,4,"[1,2,3,4]",40,21
19,"[2,1,4,3]",10,"[1,2,3,4]","[4,1,9,5]","[1,4,5,9]",n4_o040_r1004,4,"[1,2,3,4]",40,21
19,"[3,1,2,4]",10,"[1,2,3,4]","[4,5,1,9]","[1,4,5,9]",n4_o040_r1005,4,"[1,2,3,4]",40,21
19,"[4,1,2,3]",10,"[1,2,3,4]","[4,5,9,1]","[1,4,5,9]",n4_o040_r1006,4,"[1,2,3,4]",40,21
19,"[3,1,4,2]",10,"[1,2,3,4]","[4,9,1,5]","[1,4,5,9]",n4_o040_r1007,4,"[1,2,3,4]",40,21
19,"[4,1,3,2]",10,"[1,2,3,4]","[4,9,5,1]","[1,4,5,9]",n4_o040_r1008,4,"[1,2,3,4]",40,21
19,"[2,3,1,4]",10,"[1,2,3,4]","[5,1,4,9]","[1,4,5,9]",n4_o040_r1009,4,"[1,2,3,4]",40,21
19,"[2,4,1,3]",10,"[1,2,3,4]","[5,1,9,4]","[1,4,5,9]",n4_o040_r1010,4,"[1,2,3,4]",40,21
19,"[3,2,1,4]",10,"[1,2,3,4]","[5,4,1,9]","[1,4,5,9]",n4_o040_r1011,4,"[1,2,3,4]",40,21
19,"[4,2,1,3]",10,"[1,2,3,4]","[5,4,9,1]","[1,4,5,9]",n4_o040_r1012,4,"[1,2,3,4]",40,21
19,"[3,4,1,2]",10,"[1,2,3,4]","[5,9,1,4]","[1,4,5,9]",n4_o040_r1013,4,"[1,2,3,4]",40,21
19,"[4,3,1,2]",10,"[1,2,3,4]","[5,9,4,1]","[1,4,5,9]",n4_o040_r1014,4,"[1,2,3,4]",40,21
19,"[2,3,4,1]",10,"[1,2,3,4]","[9,1,4,5]","[1,4,5,9]",n4_o040_r1015,4,"[1,2,3,4]",40,21
19,"[2,4,3,1]",10,"[1,2,3,4]","[9,1,5,4]","[1,4,5,9]",n4_o040_r1016,4,"[1,2,3,4]",40,21
19,"[3,2,4,1]",10,"[1,2,3,4]","[9,4,1,5]","[1,4,5,9]",n4_o040_r1017,4,"[1,2,3,4]",40,21
19,"[4,2,3,1]",10,"[1,2,3,4]","[9,4,5,1]","[1,4,5,9]",n4_o040_r1018,4,"[1,2,3,4]",40,21
19,"[3,4,2,1]",10,"[1,2,3,4]","[9,5,1,4]","[1,4,5,9]",n4_o040_r1019,4,"[1,2,3,4]",40,21
19,"[4,3,2,1]",10,"[1,2,3,4]","[9,5,4,1]","[1,4,5,9]",n4_o040_r1020,4,"[1,2,3,4]",40,21
18,"[1,2,3,4]",10,"[1,2,3,4]","[1,4,6,7]","[1,4,6,7]",n4_o041_r1021,4,"[1,2,3,4]",20,11
18,"[1,2,4,3]",10,"[1,2,3,4]","[1,4,7,6]","[1,4,6,7]",n4_o041_r1022,4,"[1,2,3,4]",20,11
