"EDD_prefix_t","I_forward","I_reverse","SPT_C_a","SPT_C_b","a_p_rank","b_p_rank","class_id","d_H","d_L","observed_delta_difference","panel","predicted_delta_difference","prediction_category","prediction_magnitude","prediction_matches"
"1","B_o078_r09619","B_o078_r09621","7","14","3","4","WP09C05294","7","5","3","B","3","positive","3","True"
"0","B_o078_r09621","B_o078_r09645","1","14","1","4","WP09C05294","5","3","2","B","2","positive","2","True"
"0","B_o078_r09701","B_o078_r09707","3","14","2","4","WP09C05298","5","3","2","B","2","positive","2","True"
"0","B_o078_r09715","B_o078_r09717","7","14","3","4","WP09C05299","5","3","3","B","3","positive","3","True"
"0","B_o078_r09623","B_o078_r09647","1","14","1","4","WP09C05310","5","3","2","B","2","positive","2","True"
"2","B_o078_r09697","B_o078_r09699","7","14","3","4","WP09C05312","7","5","3","B","3","positive","3","True"
"0","B_o078_r09699","B_o078_r09705","3","14","2","4","WP09C05312","5","3","2","B","2","positive","2","True"
"0","B_o078_r09615","B_o078_r09639","1","14","1","4","WP09C05319","5","3","2","B","2","positive","2","True"
"4","B_o079_r09763","B_o079_r09787","1","14","1","4","WP09C05323","7","5","4","B","4","positive","4","True"
"4","B_o079_r09823","B_o079_r09829","3","14","2","4","WP09C05324","7","5","3","B","3","positive","3","True"
"0","B_o079_r09829","B_o079_r09831","7","14","3","4","WP09C05324","5","3","3","B","3","positive","3","True"
"1","B_o079_r09725","B_o079_r09731","3","14","2","4","WP09C05333","7","5","1","B","1","positive","1","True"
"0","B_o079_r09731","B_o079_r09755","1","14","1","4","WP09C05333","5","3","2","B","2","positive","2","True"
"0","B_o079_r09729","B_o079_r09753","1","14","1","4","WP09C05343","5","3","2","B","2","positive","2","True"
"0","B_o079_r09811","B_o079_r09813","7","14","3","4","WP09C05355","5","3","3","B","3","positive","3","True"
"0","B_o079_r09797","B_o079_r09803","3","14","2","4","WP09C05357","5","3","2","B","2","positive","2","True"
"0","B_o079_r09737","B_o079_r09761","1","14","1","4","WP09C05364","5","3","2","B","2","positive","2","True"
"1","B_o079_r09739","B_o079_r09741","7","14","3","4","WP09C05367","7","5","3","B","3","positive","3","True"
"0","B_o079_r09741","B_o079_r09765","1","14","1","4","WP09C05367","5","3","2","B","2","positive","2","True"
"0","B_o079_r09821","B_o079_r09827","3","14","2","4","WP09C05371","5","3","2","B","2","positive","2","True"
"0","B_o079_r09835","B_o079_r09837","7","14","3","4","WP09C05372","5","3","3","B","3","positive","3","True"
"0","B_o079_r09743","B_o079_r09767","1","14","1","4","WP09C05383","5","3","2","B","2","positive","2","True"
"2","B_o079_r09817","B_o079_r09819","7","14","3","4","WP09C05385","7","5","3","B","3","positive","3","True"
"0","B_o079_r09819","B_o079_r09825","3","14","2","4","WP09C05385","5","3","2","B","2","positive","2","True"
"0","B_o079_r09735","B_o079_r09759","1","14","1","4","WP09C05392","5","3","2","B","2","positive","2","True"
"4","B_o080_r09883","B_o080_r09907","1","14","1","4","WP09C05396","7","5","4","B","4","positive","4","True"
"4","B_o080_r09943","B_o080_r09949","3","14","2","4","WP09C05398","7","5","3","B","3","positive","3","True"
"0","B_o080_r09949","B_o080_r09951","7","14","3","4","WP09C05398","5","3","3","B","3","positive","3","True"
"0","B_o080_r09915","B_o080_r09921","3","14","2","4","WP09C05404","5","3","2","B","2","positive","2","True"
"1","B_o080_r09845","B_o080_r09851","3","14","2","4","WP09C05407","7","5","1","B","1","positive","1","True"
"0","B_o080_r09851","B_o080_r09875","1","14","1","4","WP09C05407","5","3","2","B","2","positive","2","True"
"0","B_o080_r09849","B_o080_r09873","1","14","1","4","WP09C05414","5","3","2","B","2","positive","2","True"
"0","B_o080_r09931","B_o080_r09933","7","14","3","4","WP09C05419","5","3","3","B","3","positive","3","True"
"0","B_o080_r09917","B_o080_r09923","3","14","2","4","WP09C05420","5","3","2","B","2","positive","2","True"
"0","B_o080_r09857","B_o080_r09881","1","14","1","4","WP09C05425","5","3","2","B","2","positive","2","True"
"1","B_o080_r09859","B_o080_r09861","7","14","3","4","WP09C05427","7","5","3","B","3","positive","3","True"
"0","B_o080_r09861","B_o080_r09885","1","14","1","4","WP09C05427","5","3","2","B","2","positive","2","True"
"0","B_o080_r09925","B_o080_r09927","7","14","3","4","WP09C05430","5","3","3","B","3","positive","3","True"
"2","B_o080_r09937","B_o080_r09939","7","14","3","4","WP09C05442","7","5","3","B","3","positive","3","True"
"0","B_o080_r09939","B_o080_r09945","3","14","2","4","WP09C05442","5","3","2","B","2","positive","2","True"
"0","B_o080_r09855","B_o080_r09879","1","14","1","4","WP09C05443","5","3","2","B","2","positive","2","True"
"0","B_o081_r09975","B_o081_r09999","1","14","1","4","WP09C05445","5","3","2","B","2","positive","2","True"
"4","B_o081_r10003","B_o081_r10027","1","14","1","4","WP09C05446","9","5","2","B","2","positive","2","True"
"0","B_o081_r09969","B_o081_r09993","1","14","1","4","WP09C05452","5","3","2","B","2","positive","2","True"
"5","B_o081_r09967","B_o081_r09973","3","14","2","4","WP09C05458","11","9","1","B","1","positive","1","True"
"5","B_o081_r09991","B_o081_r09997","3","14","2","4","WP09C05463","11","9","1","B","1","positive","1","True"
"4","B_o081_r09997","B_o081_r10021","1","14","1","4","WP09C05463","9","5","2","B","2","positive","2","True"
"0","B_o081_r10037","B_o081_r10043","3","14","2","4","WP09C05470","5","3","2","B","2","positive","2","True"
"0","B_o081_r09977","B_o081_r10001","1","14","1","4","WP09C05474","5","3","2","B","2","positive","2","True"
"0","B_o081_r09981","B_o081_r10005","1","14","1","4","WP09C05475","5","3","2","B","2","positive","2","True"
"0","B_o081_r09971","B_o081_r09995","1","14","1","4","WP09C05479","5","3","2","B","2","positive","2","True"
"6","B_o081_r10009","B_o081_r10033","1","14","1","4","WP09C05480","11","9","2","B","2","positive","2","True"
"6","B_o081_r10015","B_o081_r10039","1","14","1","4","WP09C05481","11","9","2","B","2","positive","2","True"
"0","B_o081_r09983","B_o081_r10007","1","14","1","4","WP09C05486","5","3","2","B","2","positive","2","True"
"0","B_o082_r10095","B_o082_r10119","1","14","1","4","WP09C05495","5","3","2","B","2","positive","2","True"
"4","B_o082_r10123","B_o082_r10147","1","14","1","4","WP09C05496","9","5","2","B","2","positive","2","True"
"4","B_o082_r10183","B_o082_r10189","3","14","2","4","WP09C05497","9","5","1","B","1","positive","1","True"
"0","B_o082_r10189","B_o082_r10191","7","14","3","4","WP09C05497","5","3","3","B","3","positive","3","True"
"4","B_o082_r10117","B_o082_r10141","1","14","1","4","WP09C05519","9","5","2","B","2","positive","2","True"
"0","B_o082_r10157","B_o082_r10163","3","14","2","4","WP09C05527","5","3","2","B","2","positive","2","True"
"0","B_o082_r10097","B_o082_r10121","1","14","1","4","WP09C05531","5","3","2","B","2","positive","2","True"
"0","B_o082_r10101","B_o082_r10125","1","14","1","4","WP09C05533","5","3","2","B","2","positive","2","True"
"0","B_o082_r10181","B_o082_r10187","3","14","2","4","WP09C05538","5","3","2","B","2","positive","2","True"
"0","B_o082_r10091","B_o082_r10115","1","14","1","4","WP09C05539","5","3","2","B","2","positive","2","True"
"0","B_o082_r10103","B_o082_r10127","1","14","1","4","WP09C05549","5","3","2","B","2","positive","2","True"
"0","B_o083_r10215","B_o083_r10239","1","14","1","4","WP09C05562","5","3","2","B","2","positive","2","True"
"4","B_o083_r10243","B_o083_r10267","1","14","1","4","WP09C05563","9","5","2","B","2","positive","2","True"
"4","B_o083_r10303","B_o083_r10309","3","14","2","4","WP09C05564","9","5","1","B","1","positive","1","True"
"0","B_o083_r10309","B_o083_r10311","7","14","3","4","WP09C05564","5","3","3","B","3","positive","3","True"
"4","B_o083_r10237","B_o083_r10261","1","14","1","4","WP09C05586","9","5","2","B","2","positive","2","True"
"0","B_o083_r10277","B_o083_r10283","3","14","2","4","WP09C05594","5","3","2","B","2","positive","2","True"
"0","B_o083_r10217","B_o083_r10241","1","14","1","4","WP09C05598","5","3","2","B","2","positive","2","True"
"0","B_o083_r10221","B_o083_r10245","1","14","1","4","WP09C05600","5","3","2","B","2","positive","2","True"
"0","B_o083_r10301","B_o083_r10307","3","14","2","4","WP09C05605","5","3","2","B","2","positive","2","True"
"0","B_o083_r10211","B_o083_r10235","1","14","1","4","WP09C05606","5","3","2","B","2","positive","2","True"
"0","B_o083_r10223","B_o083_r10247","1","14","1","4","WP09C05616","5","3","2","B","2","positive","2","True"
"4","B_o084_r10363","B_o084_r10387","1","14","1","4","WP09C05629","9","5","2","B","2","positive","2","True"
"4","B_o084_r10423","B_o084_r10429","3","14","2","4","WP09C05630","9","5","1","B","1","positive","1","True"
"0","B_o084_r10429","B_o084_r10431","7","14","3","4","WP09C05630","5","3","3","B","3","positive","3","True"
"0","B_o084_r10411","B_o084_r10413","7","14","3","4","WP09C05663","5","3","3","B","3","positive","3","True"
"0","B_o084_r10397","B_o084_r10403","3","14","2","4","WP09C05665","5","3","2","B","2","positive","2","True"
"0","B_o084_r10337","B_o084_r10361","1","14","1","4","WP09C05670","5","3","2","B","2","positive","2","True"
"0","B_o084_r10341","B_o084_r10365","1","14","1","4","WP09C05672","5","3","2","B","2","positive","2","True"
"0","B_o084_r10421","B_o084_r10427","3","14","2","4","WP09C05677","5","3","2","B","2","positive","2","True"
"0","B_o084_r10331","B_o084_r10355","1","14","1","4","WP09C05678","5","3","2","B","2","positive","2","True"
"0","B_o084_r10435","B_o084_r10437","7","14","3","4","WP09C05679","5","3","3","B","3","positive","3","True"
"0","B_o084_r10343","B_o084_r10367","1","14","1","4","WP09C05693","5","3","2","B","2","positive","2","True"
"4","B_o085_r10483","B_o085_r10507","1","14","1","4","WP09C05706","9","5","2","B","2","positive","2","True"
"4","B_o085_r10543","B_o085_r10549","3","14","2","4","WP09C05707","9","5","1","B","1","positive","1","True"
"0","B_o085_r10549","B_o085_r10551","7","14","3","4","WP09C05707","5","3","3","B","3","positive","3","True"
"0","B_o085_r10531","B_o085_r10533","7","14","3","4","WP09C05740","5","3","3","B","3","positive","3","True"
"0","B_o085_r10517","B_o085_r10523","3","14","2","4","WP09C05742","5","3","2","B","2","positive","2","True"
"0","B_o085_r10457","B_o085_r10481","1","14","1","4","WP09C05747","5","3","2","B","2","positive","2","True"
"0","B_o085_r10461","B_o085_r10485","1","14","1","4","WP09C05749","5","3","2","B","2","positive","2","True"
"0","B_o085_r10541","B_o085_r10547","3","14","2","4","WP09C05754","5","3","2","B","2","positive","2","True"
"0","B_o085_r10451","B_o085_r10475","1","14","1","4","WP09C05755","5","3","2","B","2","positive","2","True"
"0","B_o085_r10555","B_o085_r10557","7","14","3","4","WP09C05756","5","3","3","B","3","positive","3","True"
"0","B_o085_r10463","B_o085_r10487","1","14","1","4","WP09C05770","5","3","2","B","2","positive","2","True"
"4","B_o086_r10603","B_o086_r10627","1","14","1","4","WP09C05783","9","5","2","B","2","positive","2","True"
"4","B_o086_r10663","B_o086_r10669","3","14","2","4","WP09C05785","9","5","1","B","1","positive","1","True"
"0","B_o086_r10669","B_o086_r10671","7","14","3","4","WP09C05785","5","3","3","B","3","positive","3","True"
"0","B_o086_r10651","B_o086_r10653","7","14","3","4","WP09C05806","5","3","3","B","3","positive","3","True"
"0","B_o086_r10637","B_o086_r10643","3","14","2","4","WP09C05807","5","3","2","B","2","positive","2","True"
"0","B_o086_r10577","B_o086_r10601","1","14","1","4","WP09C05811","5","3","2","B","2","positive","2","True"
"0","B_o086_r10581","B_o086_r10605","1","14","1","4","WP09C05813","5","3","2","B","2","positive","2","True"
"0","B_o086_r10645","B_o086_r10647","7","14","3","4","WP09C05816","5","3","3","B","3","positive","3","True"
"0","B_o086_r10571","B_o086_r10595","1","14","1","4","WP09C05818","5","3","2","B","2","positive","2","True"
"0","B_o087_r10733","B_o087_r10739","3","14","2","4","WP09C05855","5","3","2","B","2","positive","2","True"
"0","B_o087_r10771","B_o087_r10773","7","14","3","4","WP09C05868","5","3","3","B","3","positive","3","True"
"0","B_o087_r10757","B_o087_r10763","3","14","2","4","WP09C05870","5","3","2","B","2","positive","2","True"
"0","B_o087_r10697","B_o087_r10721","1","14","1","4","WP09C05874","5","3","2","B","2","positive","2","True"
"0","B_o087_r10779","B_o087_r10785","3","14","2","4","WP09C05876","5","3","2","B","2","positive","2","True"
"0","B_o087_r10701","B_o087_r10725","1","14","1","4","WP09C05880","5","3","2","B","2","positive","2","True"
"0","B_o087_r10781","B_o087_r10787","3","14","2","4","WP09C05882","5","3","2","B","2","positive","2","True"
"0","B_o087_r10691","B_o087_r10715","1","14","1","4","WP09C05883","5","3","2","B","2","positive","2","True"
"0","B_o087_r10795","B_o087_r10797","7","14","3","4","WP09C05884","5","3","3","B","3","positive","3","True"
"0","B_o087_r10703","B_o087_r10727","1","14","1","4","WP09C05894","5","3","2","B","2","positive","2","True"
"0","B_o088_r10853","B_o088_r10859","3","14","2","4","WP09C05929","5","3","2","B","2","positive","2","True"
"0","B_o088_r10891","B_o088_r10893","7","14","3","4","WP09C05942","5","3","3","B","3","positive","3","True"
"0","B_o088_r10877","B_o088_r10883","3","14","2","4","WP09C05944","5","3","2","B","2","positive","2","True"
"0","B_o088_r10817","B_o088_r10841","1","14","1","4","WP09C05948","5","3","2","B","2","positive","2","True"
"0","B_o088_r10899","B_o088_r10905","3","14","2","4","WP09C05950","5","3","2","B","2","positive","2","True"
"0","B_o088_r10821","B_o088_r10845","1","14","1","4","WP09C05954","5","3","2","B","2","positive","2","True"
"0","B_o088_r10901","B_o088_r10907","3","14","2","4","WP09C05956","5","3","2","B","2","positive","2","True"
"0","B_o088_r10811","B_o088_r10835","1","14","1","4","WP09C05957","5","3","2","B","2","positive","2","True"
"0","B_o088_r10915","B_o088_r10917","7","14","3","4","WP09C05958","5","3","3","B","3","positive","3","True"
"0","B_o088_r10823","B_o088_r10847","1","14","1","4","WP09C05968","5","3","2","B","2","positive","2","True"
"0","B_o089_r10973","B_o089_r10979","3","14","2","4","WP09C06000","5","3","2","B","2","positive","2","True"
"0","B_o089_r11011","B_o089_r11013","7","14","3","4","WP09C06006","5","3","3","B","3","positive","3","True"
"0","B_o089_r10997","B_o089_r11003","3","14","2","4","WP09C06007","5","3","2","B","2","positive","2","True"
"0","B_o089_r10937","B_o089_r10961","1","14","1","4","WP09C06010","5","3","2","B","2","positive","2","True"
"0","B_o089_r11019","B_o089_r11025","3","14","2","4","WP09C06012","5","3","2","B","2","positive","2","True"
"0","B_o089_r10941","B_o089_r10965","1","14","1","4","WP09C06015","5","3","2","B","2","positive","2","True"
"0","B_o089_r10931","B_o089_r10955","1","14","1","4","WP09C06017","5","3","2","B","2","positive","2","True"
"0","B_o090_r11093","B_o090_r11099","3","14","2","4","WP09C06055","5","3","2","B","2","positive","2","True"
"0","B_o090_r11107","B_o090_r11109","7","14","3","4","WP09C06064","5","3","3","B","3","positive","3","True"
"0","B_o090_r11131","B_o090_r11133","7","14","3","4","WP09C06065","5","3","3","B","3","positive","3","True"
"0","B_o090_r11117","B_o090_r11123","3","14","2","4","WP09C06067","5","3","2","B","2","positive","2","True"
"0","B_o090_r11057","B_o090_r11081","1","14","1","4","WP09C06070","5","3","2","B","2","positive","2","True"
"0","B_o090_r11139","B_o090_r11145","3","14","2","4","WP09C06072","5","3","2","B","2","positive","2","True"
"0","B_o090_r11061","B_o090_r11085","1","14","1","4","WP09C06075","5","3","2","B","2","positive","2","True"
"0","B_o090_r11051","B_o090_r11075","1","14","1","4","WP09C06076","5","3","2","B","2","positive","2","True"
"0","B_o090_r11149","B_o090_r11151","7","14","3","4","WP09C06079","5","3","3","B","3","positive","3","True"
"4","B_o091_r11203","B_o091_r11227","1","14","1","4","WP09C06099","9","7","2","B","2","positive","2","True"
"5","B_o091_r11191","B_o091_r11197","3","14","2","4","WP09C06113","11","9","1","B","1","positive","1","True"
"4","B_o091_r11197","B_o091_r11221","1","14","1","4","WP09C06113","9","7","2","B","2","positive","2","True"
"4","B_o092_r11323","B_o092_r11347","1","14","1","4","WP09C06147","9","7","2","B","2","positive","2","True"
"4","B_o092_r11383","B_o092_r11389","3","14","2","4","WP09C06148","9","7","2","B","2","positive","2","True"
"4","B_o092_r11317","B_o092_r11341","1","14","1","4","WP09C06163","9","7","2","B","2","positive","2","True"
"4","B_o093_r11443","B_o093_r11467","1","14","1","4","WP09C06208","9","7","2","B","2","positive","2","True"
"4","B_o093_r11503","B_o093_r11509","3","14","2","4","WP09C06209","9","7","2","B","2","positive","2","True"
"4","B_o093_r11437","B_o093_r11461","1","14","1","4","WP09C06224","9","7","2","B","2","positive","2","True"
"4","B_o094_r11563","B_o094_r11587","1","14","1","4","WP09C06268","9","7","2","B","2","positive","2","True"
"4","B_o094_r11623","B_o094_r11629","3","14","2","4","WP09C06269","9","7","2","B","2","positive","2","True"
"4","B_o095_r11683","B_o095_r11707","1","14","1","4","WP09C06343","9","7","2","B","2","positive","2","True"
"4","B_o095_r11743","B_o095_r11749","3","14","2","4","WP09C06344","9","7","2","B","2","positive","2","True"
"4","B_o096_r11803","B_o096_r11827","1","14","1","4","WP09C06418","9","7","2","B","2","positive","2","True"
"4","B_o096_r11863","B_o096_r11869","3","14","2","4","WP09C06420","9","7","2","B","2","positive","2","True"
"4","B_o107_r13183","B_o107_r13189","3","14","2","4","WP09C07073","9","7","2","B","2","positive","2","True"
"4","B_o108_r13303","B_o108_r13309","3","14","2","4","WP09C07126","9","7","2","B","2","positive","2","True"
"4","B_o109_r13423","B_o109_r13429","3","14","2","4","WP09C07178","9","7","2","B","2","positive","2","True"
"4","B_o110_r13543","B_o110_r13549","3","14","2","4","WP09C07244","9","7","2","B","2","positive","2","True"
"4","B_o111_r13663","B_o111_r13669","3","14","2","4","WP09C07311","9","7","2","B","2","positive","2","True"
