"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"43","","[2,3,4,1,5]","25","[1,2,3,4,5]","","","[13,1,3,11,15]","[1,3,11,13,15]","B_o032_r04153","5","[1,2,4,7,11]","B","125","82"
"43","-5","[2,3,5,1,4]","25","[1,2,3,4,5]","25","20","[13,1,3,15,11]","[1,3,11,13,15]","B_o032_r04154","5","[1,2,4,7,11]","B","125","82"
"43","","[2,4,3,1,5]","25","[1,2,3,4,5]","","","[13,1,11,3,15]","[1,3,11,13,15]","B_o032_r04155","5","[1,2,4,7,11]","B","125","82"
"43","","[2,5,3,1,4]","25","[1,2,3,4,5]","","","[13,1,11,15,3]","[1,3,11,13,15]","B_o032_r04156","5","[1,2,4,7,11]","B","125","82"
"43","-7","[2,4,5,1,3]","25","[1,2,3,4,5]","34","27","[13,1,15,3,11]","[1,3,11,13,15]","B_o032_r04157","5","[1,2,4,7,11]","B","125","82"
"43","","[2,5,4,1,3]","25","[1,2,3,4,5]","","","[13,1,15,11,3]","[1,3,11,13,15]","B_o032_r04158","5","[1,2,4,7,11]","B","125","82"
"43","","[3,2,4,1,5]","25","[1,2,3,4,5]","","","[13,3,1,11,15]","[1,3,11,13,15]","B_o032_r04159","5","[1,2,4,7,11]","B","125","82"
"43","-7","[3,2,5,1,4]","25","[1,2,3,4,5]","27","20","[13,3,1,15,11]","[1,3,11,13,15]","B_o032_r04160","5","[1,2,4,7,11]","B","125","82"
"43","","[4,2,3,1,5]","25","[1,2,3,4,5]","","","[13,3,11,1,15]","[1,3,11,13,15]","B_o032_r04161","5","[1,2,4,7,11]","B","125","82"
"43","","[5,2,3,1,4]","25","[1,2,3,4,5]","","","[13,3,11,15,1]","[1,3,11,13,15]","B_o032_r04162","5","[1,2,4,7,11]","B","125","82"
"43","-12","[4,2,5,1,3]","25","[1,2,3,4,5]","39","27","[13,3,15,1,11]","[1,3,11,13,15]","B_o032_r04163","5","[1,2,4,7,11]","B","125","82"
"43","","[5,2,4,1,3]","25","[1,2,3,4,5]","","","[13,3,15,11,1]","[1,3,11,13,15]","B_o032_r04164","5","[1,2,4,7,11]","B","125","82"
"43","","[3,4,2,1,5]","25","[1,2,3,4,5]","","","[13,11,1,3,15]","[1,3,11,13,15]","B_o032_r04165","5","[1,2,4,7,11]","B","125","82"
"43","","[3,5,2,1,4]","25","[1,2,3,4,5]","","","[13,11,1,15,3]","[1,3,11,13,15]","B_o032_r04166","5","[1,2,4,7,11]","B","125","82"
"43","","[4,3,2,1,5]","25","[1,2,3,4,5]","","","[13,11,3,1,15]","[1,3,11,13,15]","B_o032_r04167","5","[1,2,4,7,11]","B","125","82"
"43","","[5,3,2,1,4]","25","[1,2,3,4,5]","","","[13,11,3,15,1]","[1,3,11,13,15]","B_o032_r04168","5","[1,2,4,7,11]","B","125","82"
"43","","[4,5,2,1,3]","25","[1,2,3,4,5]","","","[13,11,15,1,3]","[1,3,11,13,15]","B_o032_r04169","5","[1,2,4,7,11]","B","125","82"
"43","","[5,4,2,1,3]","25","[1,2,3,4,5]","","","[13,11,15,3,1]","[1,3,11,13,15]","B_o032_r04170","5","[1,2,4,7,11]","B","125","82"
"43","-11","[3,4,5,1,2]","25","[1,2,3,4,5]","42","31","[13,15,1,3,11]","[1,3,11,13,15]","B_o032_r04171","5","[1,2,4,7,11]","B","125","82"
"43","-15","[3,5,4,1,2]","25","[1,2,3,4,5]","46","31","[13,15,1,11,3]","[1,3,11,13,15]","B_o032_r04172","5","[1,2,4,7,11]","B","125","82"
"43","-14","[4,3,5,1,2]","25","[1,2,3,4,5]","45","31","[13,15,3,1,11]","[1,3,11,13,15]","B_o032_r04173","5","[1,2,4,7,11]","B","125","82"
"43","-22","[5,3,4,1,2]","25","[1,2,3,4,5]","53","31","[13,15,3,11,1]","[1,3,11,13,15]","B_o032_r04174","5","[1,2,4,7,11]","B","125","82"
"43","-17","[4,5,3,1,2]","25","[1,2,3,4,5]","52","35","[13,15,11,1,3]","[1,3,11,13,15]","B_o032_r04175","5","[1,2,4,7,11]","B","125","82"
"43","-21","[5,4,3,1,2]","25","[1,2,3,4,5]","56","35","[13,15,11,3,1]","[1,3,11,13,15]","B_o032_r04176","5","[1,2,4,7,11]","B","125","82"
"43","-6","[2,3,4,5,1]","25","[1,2,3,4,5]","27","21","[15,1,3,11,13]","[1,3,11,13,15]","B_o032_r04177","5","[1,2,4,7,11]","B","125","82"
"43","-10","[2,3,5,4,1]","25","[1,2,3,4,5]","31","21","[15,1,3,13,11]","[1,3,11,13,15]","B_o032_r04178","5","[1,2,4,7,11]","B","125","82"
"43","-5","[2,4,3,5,1]","25","[1,2,3,4,5]","30","25","[15,1,11,3,13]","[1,3,11,13,15]","B_o032_r04179","5","[1,2,4,7,11]","B","125","82"
"43","-13","[2,5,3,4,1]","25","[1,2,3,4,5]","38","25","[15,1,11,13,3]","[1,3,11,13,15]","B_o032_r04180","5","[1,2,4,7,11]","B","125","82"
"43","-10","[2,4,5,3,1]","25","[1,2,3,4,5]","37","27","[15,1,13,3,11]","[1,3,11,13,15]","B_o032_r04181","5","[1,2,4,7,11]","B","125","82"
"43","-14","[2,5,4,3,1]","25","[1,2,3,4,5]","41","27","[15,1,13,11,3]","[1,3,11,13,15]","B_o032_r04182","5","[1,2,4,7,11]","B","125","82"
"43","-8","[3,2,4,5,1]","25","[1,2,3,4,5]","29","21","[15,3,1,11,13]","[1,3,11,13,15]","B_o032_r04183","5","[1,2,4,7,11]","B","125","82"
"43","-12","[3,2,5,4,1]","25","[1,2,3,4,5]","33","21","[15,3,1,13,11]","[1,3,11,13,15]","B_o032_r04184","5","[1,2,4,7,11]","B","125","82"
"43","-10","[4,2,3,5,1]","25","[1,2,3,4,5]","35","25","[15,3,11,1,13]","[1,3,11,13,15]","B_o032_r04185","5","[1,2,4,7,11]","B","125","82"
"43","-22","[5,2,3,4,1]","25","[1,2,3,4,5]","47","25","[15,3,11,13,1]","[1,3,11,13,15]","B_o032_r04186","5","[1,2,4,7,11]","B","125","82"
"43","-15","[4,2,5,3,1]","25","[1,2,3,4,5]","42","27","[15,3,13,1,11]","[1,3,11,13,15]","B_o032_r04187","5","[1,2,4,7,11]","B","125","82"
"43","-23","[5,2,4,3,1]","25","[1,2,3,4,5]","50","27","[15,3,13,11,1]","[1,3,11,13,15]","B_o032_r04188","5","[1,2,4,7,11]","B","125","82"
"43","","[3,4,2,5,1]","25","[1,2,3,4,5]","","","[15,11,1,3,13]","[1,3,11,13,15]","B_o032_r04189","5","[1,2,4,7,11]","B","125","82"
"43","-13","[3,5,2,4,1]","25","[1,2,3,4,5]","42","29","[15,11,1,13,3]","[1,3,11,13,15]","B_o032_r04190","5","[1,2,4,7,11]","B","125","82"
"43","","[4,3,2,5,1]","25","[1,2,3,4,5]","","","[15,11,3,1,13]","[1,3,11,13,15]","B_o032_r04191","5","[1,2,4,7,11]","B","125","82"
"43","-20","[5,3,2,4,1]","25","[1,2,3,4,5]","49","29","[15,11,3,13,1]","[1,3,11,13,15]","B_o032_r04192","5","[1,2,4,7,11]","B","125","82"
"43","-16","[4,5,2,3,1]","25","[1,2,3,4,5]","51","35","[15,11,13,1,3]","[1,3,11,13,15]","B_o032_r04193","5","[1,2,4,7,11]","B","125","82"
"43","-20","[5,4,2,3,1]","25","[1,2,3,4,5]","55","35","[15,11,13,3,1]","[1,3,11,13,15]","B_o032_r04194","5","[1,2,4,7,11]","B","125","82"
"43","-12","[3,4,5,2,1]","25","[1,2,3,4,5]","43","31","[15,13,1,3,11]","[1,3,11,13,15]","B_o032_r04195","5","[1,2,4,7,11]","B","125","82"
"43","-16","[3,5,4,2,1]","25","[1,2,3,4,5]","47","31","[15,13,1,11,3]","[1,3,11,13,15]","B_o032_r04196","5","[1,2,4,7,11]","B","125","82"
"43","-15","[4,3,5,2,1]","25","[1,2,3,4,5]","46","31","[15,13,3,1,11]","[1,3,11,13,15]","B_o032_r04197","5","[1,2,4,7,11]","B","125","82"
"43","-23","[5,3,4,2,1]","25","[1,2,3,4,5]","54","31","[15,13,3,11,1]","[1,3,11,13,15]","B_o032_r04198","5","[1,2,4,7,11]","B","125","82"
"43","-18","[4,5,3,2,1]","25","[1,2,3,4,5]","53","35","[15,13,11,1,3]","[1,3,11,13,15]","B_o032_r04199","5","[1,2,4,7,11]","B","125","82"
"43","-22","[5,4,3,2,1]","25","[1,2,3,4,5]","57","35","[15,13,11,3,1]","[1,3,11,13,15]","B_o032_r04200","5","[1,2,4,7,11]","B","125","82"
"45","0","[1,2,3,4,5]","25","[1,2,3,4,5]","9","9","[1,3,11,13,17]","[1,3,11,13,17]","B_o033_r04201","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,2,3,5,4]","25","[1,2,3,4,5]","13","12","[1,3,11,17,13]","[1,3,11,13,17]","B_o033_r04202","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,2,4,3,5]","25","[1,2,3,4,5]","9","11","[1,3,13,11,17]","[1,3,11,13,17]","B_o033_r04203","5","[1,2,4,7,11]","B","25","16"
"45","-2","[1,2,5,3,4]","25","[1,2,3,4,5]","16","14","[1,3,13,17,11]","[1,3,11,13,17]","B_o033_r04204","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,2,4,5,3]","25","[1,2,3,4,5]","16","15","[1,3,17,11,13]","[1,3,11,13,17]","B_o033_r04205","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,2,5,4,3]","25","[1,2,3,4,5]","19","15","[1,3,17,13,11]","[1,3,11,13,17]","B_o033_r04206","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,3,2,4,5]","25","[1,2,3,4,5]","11","13","[1,11,3,13,17]","[1,3,11,13,17]","B_o033_r04207","5","[1,2,4,7,11]","B","25","16"
"45","1","[1,3,2,5,4]","25","[1,2,3,4,5]","15","16","[1,11,3,17,13]","[1,3,11,13,17]","B_o033_r04208","5","[1,2,4,7,11]","B","25","16"
"45","5","[1,4,2,3,5]","25","[1,2,3,4,5]","14","19","[1,11,13,3,17]","[1,3,11,13,17]","B_o033_r04209","5","[1,2,4,7,11]","B","25","16"
"45","-3","[1,5,2,3,4]","25","[1,2,3,4,5]","25","22","[1,11,13,17,3]","[1,3,11,13,17]","B_o033_r04210","5","[1,2,4,7,11]","B","25","16"
"45","2","[1,4,2,5,3]","25","[1,2,3,4,5]","21","23","[1,11,17,3,13]","[1,3,11,13,17]","B_o033_r04211","5","[1,2,4,7,11]","B","25","16"
"45","-5","[1,5,2,4,3]","25","[1,2,3,4,5]","28","23","[1,11,17,13,3]","[1,3,11,13,17]","B_o033_r04212","5","[1,2,4,7,11]","B","25","16"
"45","3","[1,3,4,2,5]","25","[1,2,3,4,5]","12","15","[1,13,3,11,17]","[1,3,11,13,17]","B_o033_r04213","5","[1,2,4,7,11]","B","25","16"
"45","-2","[1,3,5,2,4]","25","[1,2,3,4,5]","20","18","[1,13,3,17,11]","[1,3,11,13,17]","B_o033_r04214","5","[1,2,4,7,11]","B","25","16"
"45","4","[1,4,3,2,5]","25","[1,2,3,4,5]","15","19","[1,13,11,3,17]","[1,3,11,13,17]","B_o033_r04215","5","[1,2,4,7,11]","B","25","16"
"45","","[1,5,3,2,4]","25","[1,2,3,4,5]","","","[1,13,11,17,3]","[1,3,11,13,17]","B_o033_r04216","5","[1,2,4,7,11]","B","25","16"
"45","-4","[1,4,5,2,3]","25","[1,2,3,4,5]","29","25","[1,13,17,3,11]","[1,3,11,13,17]","B_o033_r04217","5","[1,2,4,7,11]","B","25","16"
"45","","[1,5,4,2,3]","25","[1,2,3,4,5]","","","[1,13,17,11,3]","[1,3,11,13,17]","B_o033_r04218","5","[1,2,4,7,11]","B","25","16"
"45","-2","[1,3,4,5,2]","25","[1,2,3,4,5]","21","19","[1,17,3,11,13]","[1,3,11,13,17]","B_o033_r04219","5","[1,2,4,7,11]","B","25","16"
"45","-6","[1,3,5,4,2]","25","[1,2,3,4,5]","25","19","[1,17,3,13,11]","[1,3,11,13,17]","B_o033_r04220","5","[1,2,4,7,11]","B","25","16"
"45","-1","[1,4,3,5,2]","25","[1,2,3,4,5]","24","23","[1,17,11,3,13]","[1,3,11,13,17]","B_o033_r04221","5","[1,2,4,7,11]","B","25","16"
"45","-9","[1,5,3,4,2]","25","[1,2,3,4,5]","32","23","[1,17,11,13,3]","[1,3,11,13,17]","B_o033_r04222","5","[1,2,4,7,11]","B","25","16"
"45","-6","[1,4,5,3,2]","25","[1,2,3,4,5]","31","25","[1,17,13,3,11]","[1,3,11,13,17]","B_o033_r04223","5","[1,2,4,7,11]","B","25","16"
"45","-10","[1,5,4,3,2]","25","[1,2,3,4,5]","35","25","[1,17,13,11,3]","[1,3,11,13,17]","B_o033_r04224","5","[1,2,4,7,11]","B","25","16"
"45","1","[2,1,3,4,5]","25","[1,2,3,4,5]","10","11","[3,1,11,13,17]","[1,3,11,13,17]","B_o033_r04225","5","[1,2,4,7,11]","B","25","16"
"45","0","[2,1,3,5,4]","25","[1,2,3,4,5]","14","14","[3,1,11,17,13]","[1,3,11,13,17]","B_o033_r04226","5","[1,2,4,7,11]","B","25","16"
"45","3","[2,1,4,3,5]","25","[1,2,3,4,5]","10","13","[3,1,13,11,17]","[1,3,11,13,17]","B_o033_r04227","5","[1,2,4,7,11]","B","25","16"
"45","-1","[2,1,5,3,4]","25","[1,2,3,4,5]","17","16","[3,1,13,17,11]","[1,3,11,13,17]","B_o033_r04228","5","[1,2,4,7,11]","B","25","16"
"45","0","[2,1,4,5,3]","25","[1,2,3,4,5]","17","17","[3,1,17,11,13]","[1,3,11,13,17]","B_o033_r04229","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,1,5,4,3]","25","[1,2,3,4,5]","20","17","[3,1,17,13,11]","[1,3,11,13,17]","B_o033_r04230","5","[1,2,4,7,11]","B","25","16"
"45","1","[3,1,2,4,5]","25","[1,2,3,4,5]","14","15","[3,11,1,13,17]","[1,3,11,13,17]","B_o033_r04231","5","[1,2,4,7,11]","B","25","16"
"45","0","[3,1,2,5,4]","25","[1,2,3,4,5]","18","18","[3,11,1,17,13]","[1,3,11,13,17]","B_o033_r04232","5","[1,2,4,7,11]","B","25","16"
"45","1","[4,1,2,3,5]","25","[1,2,3,4,5]","20","21","[3,11,13,1,17]","[1,3,11,13,17]","B_o033_r04233","5","[1,2,4,7,11]","B","25","16"
"45","-11","[5,1,2,3,4]","25","[1,2,3,4,5]","35","24","[3,11,13,17,1]","[1,3,11,13,17]","B_o033_r04234","5","[1,2,4,7,11]","B","25","16"
"45","-2","[4,1,2,5,3]","25","[1,2,3,4,5]","27","25","[3,11,17,1,13]","[1,3,11,13,17]","B_o033_r04235","5","[1,2,4,7,11]","B","25","16"
"45","-13","[5,1,2,4,3]","25","[1,2,3,4,5]","38","25","[3,11,17,13,1]","[1,3,11,13,17]","B_o033_r04236","5","[1,2,4,7,11]","B","25","16"
"45","2","[3,1,4,2,5]","25","[1,2,3,4,5]","15","17","[3,13,1,11,17]","[1,3,11,13,17]","B_o033_r04237","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,1,5,2,4]","25","[1,2,3,4,5]","23","20","[3,13,1,17,11]","[1,3,11,13,17]","B_o033_r04238","5","[1,2,4,7,11]","B","25","16"
"45","0","[4,1,3,2,5]","25","[1,2,3,4,5]","21","21","[3,13,11,1,17]","[1,3,11,13,17]","B_o033_r04239","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,3,2,4]","25","[1,2,3,4,5]","","","[3,13,11,17,1]","[1,3,11,13,17]","B_o033_r04240","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,1,5,2,3]","25","[1,2,3,4,5]","35","27","[3,13,17,1,11]","[1,3,11,13,17]","B_o033_r04241","5","[1,2,4,7,11]","B","25","16"
"45","","[5,1,4,2,3]","25","[1,2,3,4,5]","","","[3,13,17,11,1]","[1,3,11,13,17]","B_o033_r04242","5","[1,2,4,7,11]","B","25","16"
"45","-3","[3,1,4,5,2]","25","[1,2,3,4,5]","24","21","[3,17,1,11,13]","[1,3,11,13,17]","B_o033_r04243","5","[1,2,4,7,11]","B","25","16"
"45","-7","[3,1,5,4,2]","25","[1,2,3,4,5]","28","21","[3,17,1,13,11]","[1,3,11,13,17]","B_o033_r04244","5","[1,2,4,7,11]","B","25","16"
"45","-5","[4,1,3,5,2]","25","[1,2,3,4,5]","30","25","[3,17,11,1,13]","[1,3,11,13,17]","B_o033_r04245","5","[1,2,4,7,11]","B","25","16"
"45","-17","[5,1,3,4,2]","25","[1,2,3,4,5]","42","25","[3,17,11,13,1]","[1,3,11,13,17]","B_o033_r04246","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,1,5,3,2]","25","[1,2,3,4,5]","37","27","[3,17,13,1,11]","[1,3,11,13,17]","B_o033_r04247","5","[1,2,4,7,11]","B","25","16"
"45","-18","[5,1,4,3,2]","25","[1,2,3,4,5]","45","27","[3,17,13,11,1]","[1,3,11,13,17]","B_o033_r04248","5","[1,2,4,7,11]","B","25","16"
"45","2","[2,3,1,4,5]","25","[1,2,3,4,5]","13","15","[11,1,3,13,17]","[1,3,11,13,17]","B_o033_r04249","5","[1,2,4,7,11]","B","25","16"
"45","1","[2,3,1,5,4]","25","[1,2,3,4,5]","17","18","[11,1,3,17,13]","[1,3,11,13,17]","B_o033_r04250","5","[1,2,4,7,11]","B","25","16"
"45","5","[2,4,1,3,5]","25","[1,2,3,4,5]","16","21","[11,1,13,3,17]","[1,3,11,13,17]","B_o033_r04251","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,5,1,3,4]","25","[1,2,3,4,5]","27","24","[11,1,13,17,3]","[1,3,11,13,17]","B_o033_r04252","5","[1,2,4,7,11]","B","25","16"
"45","2","[2,4,1,5,3]","25","[1,2,3,4,5]","23","25","[11,1,17,3,13]","[1,3,11,13,17]","B_o033_r04253","5","[1,2,4,7,11]","B","25","16"
"45","-5","[2,5,1,4,3]","25","[1,2,3,4,5]","30","25","[11,1,17,13,3]","[1,3,11,13,17]","B_o033_r04254","5","[1,2,4,7,11]","B","25","16"
"45","0","[3,2,1,4,5]","25","[1,2,3,4,5]","15","15","[11,3,1,13,17]","[1,3,11,13,17]","B_o033_r04255","5","[1,2,4,7,11]","B","25","16"
"45","-1","[3,2,1,5,4]","25","[1,2,3,4,5]","19","18","[11,3,1,17,13]","[1,3,11,13,17]","B_o033_r04256","5","[1,2,4,7,11]","B","25","16"
"45","0","[4,2,1,3,5]","25","[1,2,3,4,5]","21","21","[11,3,13,1,17]","[1,3,11,13,17]","B_o033_r04257","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[11,3,13,17,1]","[1,3,11,13,17]","B_o033_r04258","5","[1,2,4,7,11]","B","25","16"
"45","-3","[4,2,1,5,3]","25","[1,2,3,4,5]","28","25","[11,3,17,1,13]","[1,3,11,13,17]","B_o033_r04259","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[11,3,17,13,1]","[1,3,11,13,17]","B_o033_r04260","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,1,2,5]","25","[1,2,3,4,5]","","","[11,13,1,3,17]","[1,3,11,13,17]","B_o033_r04261","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,5,1,2,4]","25","[1,2,3,4,5]","33","28","[11,13,1,17,3]","[1,3,11,13,17]","B_o033_r04262","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,1,2,5]","25","[1,2,3,4,5]","","","[11,13,3,1,17]","[1,3,11,13,17]","B_o033_r04263","5","[1,2,4,7,11]","B","25","16"
"45","-12","[5,3,1,2,4]","25","[1,2,3,4,5]","40","28","[11,13,3,17,1]","[1,3,11,13,17]","B_o033_r04264","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,5,1,2,3]","25","[1,2,3,4,5]","45","35","[11,13,17,1,3]","[1,3,11,13,17]","B_o033_r04265","5","[1,2,4,7,11]","B","25","16"
"45","-14","[5,4,1,2,3]","25","[1,2,3,4,5]","49","35","[11,13,17,3,1]","[1,3,11,13,17]","B_o033_r04266","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,1,5,2]","25","[1,2,3,4,5]","","","[11,17,1,3,13]","[1,3,11,13,17]","B_o033_r04267","5","[1,2,4,7,11]","B","25","16"
"45","-9","[3,5,1,4,2]","25","[1,2,3,4,5]","38","29","[11,17,1,13,3]","[1,3,11,13,17]","B_o033_r04268","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,1,5,2]","25","[1,2,3,4,5]","","","[11,17,3,1,13]","[1,3,11,13,17]","B_o033_r04269","5","[1,2,4,7,11]","B","25","16"
"45","-16","[5,3,1,4,2]","25","[1,2,3,4,5]","45","29","[11,17,3,13,1]","[1,3,11,13,17]","B_o033_r04270","5","[1,2,4,7,11]","B","25","16"
"45","-12","[4,5,1,3,2]","25","[1,2,3,4,5]","47","35","[11,17,13,1,3]","[1,3,11,13,17]","B_o033_r04271","5","[1,2,4,7,11]","B","25","16"
"45","-16","[5,4,1,3,2]","25","[1,2,3,4,5]","51","35","[11,17,13,3,1]","[1,3,11,13,17]","B_o033_r04272","5","[1,2,4,7,11]","B","25","16"
"45","","[2,3,4,1,5]","25","[1,2,3,4,5]","","","[13,1,3,11,17]","[1,3,11,13,17]","B_o033_r04273","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,3,5,1,4]","25","[1,2,3,4,5]","23","20","[13,1,3,17,11]","[1,3,11,13,17]","B_o033_r04274","5","[1,2,4,7,11]","B","25","16"
"45","","[2,4,3,1,5]","25","[1,2,3,4,5]","","","[13,1,11,3,17]","[1,3,11,13,17]","B_o033_r04275","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,3,1,4]","25","[1,2,3,4,5]","","","[13,1,11,17,3]","[1,3,11,13,17]","B_o033_r04276","5","[1,2,4,7,11]","B","25","16"
"45","-5","[2,4,5,1,3]","25","[1,2,3,4,5]","32","27","[13,1,17,3,11]","[1,3,11,13,17]","B_o033_r04277","5","[1,2,4,7,11]","B","25","16"
"45","","[2,5,4,1,3]","25","[1,2,3,4,5]","","","[13,1,17,11,3]","[1,3,11,13,17]","B_o033_r04278","5","[1,2,4,7,11]","B","25","16"
"45","","[3,2,4,1,5]","25","[1,2,3,4,5]","","","[13,3,1,11,17]","[1,3,11,13,17]","B_o033_r04279","5","[1,2,4,7,11]","B","25","16"
"45","-5","[3,2,5,1,4]","25","[1,2,3,4,5]","25","20","[13,3,1,17,11]","[1,3,11,13,17]","B_o033_r04280","5","[1,2,4,7,11]","B","25","16"
"45","","[4,2,3,1,5]","25","[1,2,3,4,5]","","","[13,3,11,1,17]","[1,3,11,13,17]","B_o033_r04281","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,3,1,4]","25","[1,2,3,4,5]","","","[13,3,11,17,1]","[1,3,11,13,17]","B_o033_r04282","5","[1,2,4,7,11]","B","25","16"
"45","-10","[4,2,5,1,3]","25","[1,2,3,4,5]","37","27","[13,3,17,1,11]","[1,3,11,13,17]","B_o033_r04283","5","[1,2,4,7,11]","B","25","16"
"45","","[5,2,4,1,3]","25","[1,2,3,4,5]","","","[13,3,17,11,1]","[1,3,11,13,17]","B_o033_r04284","5","[1,2,4,7,11]","B","25","16"
"45","","[3,4,2,1,5]","25","[1,2,3,4,5]","","","[13,11,1,3,17]","[1,3,11,13,17]","B_o033_r04285","5","[1,2,4,7,11]","B","25","16"
"45","","[3,5,2,1,4]","25","[1,2,3,4,5]","","","[13,11,1,17,3]","[1,3,11,13,17]","B_o033_r04286","5","[1,2,4,7,11]","B","25","16"
"45","","[4,3,2,1,5]","25","[1,2,3,4,5]","","","[13,11,3,1,17]","[1,3,11,13,17]","B_o033_r04287","5","[1,2,4,7,11]","B","25","16"
"45","","[5,3,2,1,4]","25","[1,2,3,4,5]","","","[13,11,3,17,1]","[1,3,11,13,17]","B_o033_r04288","5","[1,2,4,7,11]","B","25","16"
"45","","[4,5,2,1,3]","25","[1,2,3,4,5]","","","[13,11,17,1,3]","[1,3,11,13,17]","B_o033_r04289","5","[1,2,4,7,11]","B","25","16"
"45","","[5,4,2,1,3]","25","[1,2,3,4,5]","","","[13,11,17,3,1]","[1,3,11,13,17]","B_o033_r04290","5","[1,2,4,7,11]","B","25","16"
"45","-9","[3,4,5,1,2]","25","[1,2,3,4,5]","40","31","[13,17,1,3,11]","[1,3,11,13,17]","B_o033_r04291","5","[1,2,4,7,11]","B","25","16"
"45","-13","[3,5,4,1,2]","25","[1,2,3,4,5]","44","31","[13,17,1,11,3]","[1,3,11,13,17]","B_o033_r04292","5","[1,2,4,7,11]","B","25","16"
"45","-12","[4,3,5,1,2]","25","[1,2,3,4,5]","43","31","[13,17,3,1,11]","[1,3,11,13,17]","B_o033_r04293","5","[1,2,4,7,11]","B","25","16"
"45","-20","[5,3,4,1,2]","25","[1,2,3,4,5]","51","31","[13,17,3,11,1]","[1,3,11,13,17]","B_o033_r04294","5","[1,2,4,7,11]","B","25","16"
"45","-15","[4,5,3,1,2]","25","[1,2,3,4,5]","50","35","[13,17,11,1,3]","[1,3,11,13,17]","B_o033_r04295","5","[1,2,4,7,11]","B","25","16"
"45","-19","[5,4,3,1,2]","25","[1,2,3,4,5]","54","35","[13,17,11,3,1]","[1,3,11,13,17]","B_o033_r04296","5","[1,2,4,7,11]","B","25","16"
"45","-4","[2,3,4,5,1]","25","[1,2,3,4,5]","25","21","[17,1,3,11,13]","[1,3,11,13,17]","B_o033_r04297","5","[1,2,4,7,11]","B","25","16"
"45","-8","[2,3,5,4,1]","25","[1,2,3,4,5]","29","21","[17,1,3,13,11]","[1,3,11,13,17]","B_o033_r04298","5","[1,2,4,7,11]","B","25","16"
"45","-3","[2,4,3,5,1]","25","[1,2,3,4,5]","28","25","[17,1,11,3,13]","[1,3,11,13,17]","B_o033_r04299","5","[1,2,4,7,11]","B","25","16"
"45","-11","[2,5,3,4,1]","25","[1,2,3,4,5]","36","25","[17,1,11,13,3]","[1,3,11,13,17]","B_o033_r04300","5","[1,2,4,7,11]","B","25","16"
"45","-8","[2,4,5,3,1]","25","[1,2,3,4,5]","35","27","[17,1,13,3,11]","[1,3,11,13,17]","B_o033_r04301","5","[1,2,4,7,11]","B","25","16"
"45","-12","[2,5,4,3,1]","25","[1,2,3,4,5]","39","27","[17,1,13,11,3]","[1,3,11,13,17]","B_o033_r04302","5","[1,2,4,7,11]","B","25","16"
"45","-6","[3,2,4,5,1]","25","[1,2,3,4,5]","27","21","[17,3,1,11,13]","[1,3,11,13,17]","B_o033_r04303","5","[1,2,4,7,11]","B","25","16"
"45","-10","[3,2,5,4,1]","25","[1,2,3,4,5]","31","21","[17,3,1,13,11]","[1,3,11,13,17]","B_o033_r04304","5","[1,2,4,7,11]","B","25","16"
"45","-8","[4,2,3,5,1]","25","[1,2,3,4,5]","33","25","[17,3,11,1,13]","[1,3,11,13,17]","B_o033_r04305","5","[1,2,4,7,11]","B","25","16"
"45","-20","[5,2,3,4,1]","25","[1,2,3,4,5]","45","25","[17,3,11,13,1]","[1,3,11,13,17]","B_o033_r04306","5","[1,2,4,7,11]","B","25","16"
"45","-13","[4,2,5,3,1]","25","[1,2,3,4,5]","40","27","[17,3,13,1,11]","[1,3,11,13,17]","B_o033_r04307","5","[1,2,4,7,11]","B","25","16"
"45","-21","[5,2,4,3,1]","25","[1,2,3,4,5]","48","27","[17,3,13,11,1]","[1,3,11,13,17]","B_o033_r04308","5","[1,2,4,7,11]","B","25","16"
